"id","nome","situacao","tipo_atraso","municipio","uf","cep","logradouro","bairro","termo_convenio","fim_da_vigencia_termo_convenio","situacao_do_termo_convenio","percentual_de_execucao","data_de_inicio","data_de_termino","data_final_ideal","tipo_do_projeto","tipo_de_ensino_modalidade","tipo_da_obra","valor_pactuado_pelo_fnde","percentual_pago"
1009143,"RESIDENCIAL COCAIS","Execução","Em relação à data de início + cronograma","Timon","MA","65630000","RUA PARNARAMA","RESIDENCIAL COCAIS                                                                                  ","7550/2013","01/07/2018","Vigente",67.29,2016-06-01,2018-11-28,2017-04-27,"Projeto 1 Convencional","Educação Básica","Construção",1842912.09,62.9955389121032
19889,"Localidade Pará-Batins","Execução","Em relação à data de início + cronograma","Currais","PI","64905000","Avenida JA","Centro","1464/2011","30/04/2018","Vigente",35.73,2011-11-17,2018-11-28,2012-05-15,"Escola de Educação Infantil Tipo C","Educação Básica","Construção",618173.44,49.9999997573497
1015754,"CONSTRUÇÃO DE CRECHE DE EDUCAÇÃO INFANTIL BERNARDA DE ARAÚJO CALDAS LIMA ( DONA LIMA )","Execução","Em relação à data de início + cronograma","Madeiro","PI","64180000","RUA PROJETADA","CENTRO                                                                                              ","9994/2014","17/09/2018","Vigente",29.1,2016-09-15,2018-11-28,2017-06-12,"Projeto 2 Convencional","Educação Básica","Construção",1236242.66,24.9999995227474
1015230,"COLÉGIO MUNICIPAL DE II ETAPA DO ENSINO FUNDAMENTAL  - Mundo Novo - BA","Inacabada","Em relação à data de início + cronograma","Mundo Novo","BA","44800000","Rua F ","Loteamento Novo Horizonte                                                                           ","30151/2014","05/12/2017","Vencido",28.37,2014-08-25,2018-11-28,2015-09-19,"Espaço Educativo - 12 Salas","Educação Básica","Construção",3533961.04,44.0000000479915
1018510,"Chácara n 49 - Renascença - PR","Execução","Em relação à data de início + cronograma","Renascença","PR","85610000","Avenida Castelo Branco","Centro","32856/2014","28/11/2018","Vigente",99.27,2015-06-12,2018-11-28,2016-01-08,"Espaço Educativo - 06 Salas","Educação Básica","Construção",996415.24,95.0000013282615
1014649,"Creche Boa Vista do Gurupi","Execução","Em relação à data de início + cronograma","Boa Vista do Gurupi","MA","65292900","Avenida Roseana Sarney","centro                                                                                              ","10889/2014","25/02/2019","Vigente",1,2015-12-01,2018-11-28,2016-10-26,"Projeto 1 Convencional","Educação Básica","Construção",1842912.09,14.9999998458961
1018656,"NOVA ESCOLA MUNICIPAL PADRE JOÃO MAYRES - Morro Cabeça no Tempo - PI","Execução","Em relação à data de início + cronograma","Morro Cabeça no Tempo","PI","64968000","RUA JOSÉ HONÓRIO GRANJA","Centro","34024/2014","26/05/2018","Vigente",57.24,2016-04-11,2018-11-28,2016-11-07,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021956,49.000000158226
1017440,"PALMEIRAS - Madeiro - PI","Execução","Em relação à data de início + cronograma","Madeiro","PI","64168000","Localidade Palmeiras","ZONA RURAL","29918/2014","22/06/2018","Vigente",37.14,2016-10-19,2018-11-28,2017-05-17,"Espaço Educativo - 04 Salas","Educação Básica","Construção",942646.11,34.0000002866399
1013528,"NOVA ESCOLA CRUZ - Morro Cabeça no Tempo - PI","Execução","Em relação à data de início + cronograma","Morro Cabeça no Tempo","PI","64968000","RUA PROJETADA","ZONA RURAL                                                                                          ","29923/2014","26/08/2018","Vigente",50.43,2016-10-10,2018-11-28,2017-05-08,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021956,50.0000001614551
32929,"PROINFANCIA - RUA F - GUAJERÚ","Execução","Em relação à data de início + cronograma","Fortaleza","CE","60000000","RUA F","GUAJERÚ                                                                                             ","4111/2013","30/07/2018","Vigente",31.81,2015-10-27,2018-11-27,2016-09-21,"Projeto 1 Convencional","Educação Básica","Construção",1868415.61,31.5487511035398
1012728,"Creche Bairro Bela Vista","Execução","Em relação à data de início + cronograma","Abaeté","MG","35620000","Rua dos Inconfidentes","Bela Vista                                                                                          ","8821/2014","07/08/2018","Vigente",23.82,2015-11-06,2018-11-26,2016-10-01,"Projeto 1 Convencional","Educação Básica","Construção",1819026.65,23.0000005253909
1002789,"Escola Municipal de Educação Infantil Padre Gildo - Carazinho - RS","Paralisada","Em relação à data de início + cronograma","Carazinho","RS","99500000","Rua Domingos Secchi","Boa Vista                                                                                           ","6026/2013","04/11/2018","Vigente",35.61,2013-12-10,2018-11-26,2014-06-08,"MI - Escola de Educação Infantil Tipo B","Educação Básica","Construção",1524348.91,40.0000003936107
1002830,"CHÁCARA BRASIL - São Luís - MA","Execução","Em relação à data de início + cronograma","São Luís","MA","65000000","RUA SERGIPE","CHÁCARA BRASIL                                                                                      ","17463/2014","16/04/2019","Vigente",46.11,2014-09-18,2018-11-26,2015-10-13,"Espaço Educativo - 12 Salas","Educação Básica","Construção",3510943.81,34.9999998584426
1010590,"GLEBA ALTÔNIA - LOTE 269 - Altônia - PR","Execução","Em relação à data de início + cronograma","Altônia","PR","87550000","AVENIDA PARIGOT DE SOUZA","JARDIM SONHO MEU                                                                                    ","32574/2014","30/12/2018","Vigente",51.78,2014-06-18,2018-11-26,2015-07-13,"Espaço Educativo - 12 Salas","Educação Básica","Construção",3078544.38,47.9999999220411
1005446,"Eldorado","Execução","Em relação à data de início + cronograma","Três Pontas","MG","37190000","Rua Artur Maciente","Eldorado                                                                                            ","6732/2013","30/06/2018","Vigente",22.84,2015-11-05,2018-11-25,2016-09-30,"Projeto 1 Convencional","Educação Básica","Construção",1819026.65,21.2532212834055
1010734,"Morumbi - Maiquinique - BA","Execução","Em relação à data de início + cronograma","Maiquinique","BA","45770000","RUA 15","Bairro Morumbi                                                                                      ","22513/2014","25/11/2018","Vigente",63.36,2014-04-24,2018-11-25,2014-11-20,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1017766.35,57.9999995342742
19231,"terreno da Vila Nova- São Geraldo","Paralisada","Em relação à data de início + cronograma","Orós","CE","63520000","rua SDO 01","São Geraldo","1882/2011","22/06/2018","Vigente",86.1,2011-12-19,2018-11-24,2012-09-14,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1327457.49,99.9999996836057
1004664,"CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL IRMÃ JOSEANE","Inacabada","Em relação à data de início + cronograma","Ribeirão do Pinhal","PR","86490000","Rua Projetada D","VILA ALMEIDA                                                                                        ","48974/2015","31/05/2017","Vencido",21.81,2015-10-27,2018-11-24,2016-07-23,"Projeto 2 Convencional","Educação Básica",NA,1267584.71,18.0000000485964
1014058,"DISTRITO DE BELA ALVORADA - Paraíso das Águas - MS","Execução","Em relação à data de início + cronograma","Paraíso das Águas","MS","79556000","rua projetada 03","zona rural                                                                                          ","24031/2014","25/11/2018","Vigente",78.64,2015-11-25,2018-11-24,2016-12-19,"Espaço Educativo - 12 Salas","Educação Básica","Construção",3296808.33,74.0000005667906
1018617,"BAIRRO DO JANJÃO - Carauari - AM","Execução","Em relação à data de início + cronograma","Carauari","AM","69500000","RUA MIGUEL SERAFIM","do janjão","33949/2014","28/10/2018","Vigente",75.04,2015-12-17,2018-11-23,2017-01-10,"Espaço Educativo - 12 Salas","Educação Básica","Construção",3532503.01,70.9999998532768
1010431,"escola 12 salas Matricula 16.317 - Engenheiro Beltrão - PR","Execução","Em relação à data de início + cronograma","Engenheiro Beltrão","PR","87270000","Rua dos jasmins"," Paulo Grande                                                                                       ","23656/2014","15/05/2019","Vigente",58.59,2015-01-19,2018-11-23,2016-02-13,"Espaço Educativo - 12 Salas","Educação Básica","Construção",3533991.1,55.9999997969435
19128,"LOPÃO","Inacabada","Em relação à data de início + cronograma","Goianésia do Pará","PA","68639000","AV MINAS GERAIS","SANTA LUZIA","1807/2011","01/12/2017","Vencido",23.81,2011-11-24,2018-11-23,2012-08-20,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1329907.76,50.0000000751932
29700,"Povoado Vargem de Dentro","Inacabada","Em relação à data de início + cronograma","Buriti Bravo","MA","65685000","Rua Principal","Povoado Vargem de Dentro","9115/2014","10/01/2018","Vencido",60.6,2013-07-01,2018-11-23,2013-11-28,"Espaço Educativo - 01 Sala","Educação Básica","Construção",133156.32,62.9999936540749
1002395,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Execução","Em relação à data de início + cronograma","Buriti Bravo","MA","65685000","Rua Piauí","Vila Zé Henrique                                                                                    ","5985/2013","30/09/2018","Vigente",27.04,2016-01-08,2018-11-23,2016-12-03,"Projeto 1 Convencional","Educação Básica","Construção",1842912.09,22.0155390574644
1015760,"Escola Municipal Raio de Luar ( Obra de Substituição) - Ouro Verde de Goiás - GO","Execução","Em relação à data de início + cronograma","Ouro Verde de Goiás","GO","75165000","Avenida Vereador José Francisco da Silva","Setor Central                                                                                       ","30233/2014","24/10/2018","Vigente",69.07,2014-11-05,2018-11-23,2015-11-30,"Espaço Educativo - 12 Salas","Educação Básica","Construção",3469221.8,68.9999999184832
1006419,"ESCOLA DE REFERÊNCIA DE EDUCAÇÃO DE VEREDA DOS ANDRES - Mansidão - BA","Execução","Em relação à data de início + cronograma","Mansidão","BA","47160000","POVOADO VEREDA DOS ANDRÉS","POVOADO VEREDA DOS ANDRÉS                                                                           ","17725/2014","22/11/2018","Vigente",53.69,2014-04-22,2018-11-22,2014-11-18,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1013606.79,50.000000448892
1016013,"ESCOLA DE REFERÊNCIA DE EDUCAÇÃO DO CAMPO DO TAMBORIL - Mansidão - BA","Execução","Em relação à data de início + cronograma","Mansidão","BA","47160000","RUA PRINCIPAL DO POVOADO DE TAMBORIL","POVOADO TAMBORIL                                                                                    ","30147/2014","22/11/2018","Vigente",30.1,2014-09-12,2018-11-22,2015-04-10,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1013606.79,30.9999994890524
1002023,"PAC 2 - CRECHE/PRÉ-ESCOLA  002","Execução","Em relação à data de início + cronograma","Santa Cruz Cabrália","BA","45907000","Rua Tupiniquins","COROA VERMELHA                                                                                      ","6107/2013","31/05/2018","Vigente",47.3,2016-06-01,2018-11-21,2017-04-27,"Projeto 1 Convencional","Educação Básica","Construção",1951071.95,47.0019443184073
19839,"construção de creche modelo B-FNDE","Paralisada","Em relação à data de início + cronograma","Araruama","RJ","28970000","Rua Almir Rego","Fazendinha","241/2011","02/08/2018","Vigente",67.22,2015-02-13,2018-11-21,2015-11-10,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1146039.44,63.0000000079404
1004267,"EMENDA PARLAMENTAR 26950003 - Santa Rita - MA","Execução","Em relação à data de início + cronograma","Santa Rita","MA",NA,NA,NA,"66708/2015","30/10/2018","Vigente",21.93,2015-06-05,2018-11-21,2016-01-01,"Espaço Educativo - 04 Salas","Educação Básica","Construção",950000,9.99999995157895
6555,"700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Aparecida de Goiânia/GO","Execução","Em relação à data de início + cronograma","Aparecida de Goiânia","GO",NA,NA,"Jardim das Hortências","700224/2008",NA,"Vigente",71.28,2013-07-17,2018-11-20,2014-08-11,"Espaço Educativo - 12 Salas","Educação Básica","Construção",0,NA
24496,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Paralisada","Em relação à data de início + cronograma","Araruama","RJ","28970000","Rua Ana Nery","Três Vendas","3023/2012","17/07/2018","Vigente",7.15,2013-10-22,2018-11-20,2014-07-19,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1453820.98,20.0000003095292
